comment,language,confidence,likes,author,published_at,sentiment,sentiment_confidence
"Sebagai user iphone, model seri 17 pro/promax kurang banget. Model 17 basic sama Air masih bisa diterima lah desainnya.",id,22,2,@UdangPresto-v9h,2025-10-22T00:48:25Z,negative,0.474062442779541
Kalo iphone itu lbh bagus series ganjil apa genap guys?,id,31,0,@rizkanaufalianzahra1171,2025-10-21T23:23:23Z,neutral,0.7416572570800781
Mnurt sy bentuk 17 pro dari blkang terkesan kurg wow..malah nampak  jadul..nampak dri muka bang david kecewa dgn prodak baru ini😂,id,13,0,@arhun310,2025-10-21T16:47:27Z,negative,0.4258483648300171
"iOS 26 update an sampah, ganggu koneksi mau update karna masalah koneksi jadi puyeng 7 keliling",id,18,0,@Chibimaru2604,2025-10-20T22:56:39Z,negative,0.9301859140396118
"Bang david, saran dong travel adaptpr yang bagus dan aman untuk iPhone 17? Dan berapa watt. Trimksh.",id,49,1,@nikodemusb,2025-10-20T14:19:03Z,neutral,0.6143831610679626
Bang.. Sudah 1 bulan video ini? Ga buat review nya kah?,id,36,0,@imulyadi2443,2025-10-20T14:08:24Z,neutral,0.6357969641685486
"Hijau miskin? b oung seprei pung wrn ijo kek tu handpone harga Rp.105.000,- mahal ko murah? seprei miskin ko kaya? 😂 br dengar ini istilah dr ini konten e... ""hijau miskin"" br gbr tembok org pu rumah le... 😭💔",id,18,0,@sapimae3486,2025-10-20T13:40:45Z,negative,0.631278395652771
"Bukannya gak mampu beli ip 17, soalnya tanggung baru minggu kemaren saya beli infinix hot 60i 😢",id,13,0,@tauruscell,2025-10-20T13:22:10Z,negative,0.8035327792167664
Jumlah yang kamu bayar kalau tukar duit Malaysia jumlah harga setiap iPhone campur pajak dekat RM9000..Mahal Oo 😂,id,17,1,@DarkSoul076,2025-10-20T10:49:20Z,neutral,0.5974164605140686
Sebulan 3jt view 😌 90% kaum bawah juga pasti. Yang kebelet beli iPhone yang BELUM kesampaian. iPhone 17 series tuh worth to buy sih di akhir tahun 2030,id,40,0,@ALi_MuFiD_M2Chip,2025-10-20T05:44:04Z,positive,0.5014045238494873
Jadi kalo soal kamera masi bagusan 16pro max kah guys?,id,18,0,@16sxfi44,2025-10-19T19:20:39Z,neutral,0.6582044363021851
BENER DONG,id,13,0,@muhammadihsan7143,2025-10-19T14:29:00Z,positive,0.4565471410751343
"Nonton aja dulu, belinya bisa kapan kapan",id,26,0,@aansetiawan9959,2025-10-19T08:48:27Z,neutral,0.6503459811210632
Bungkus snack saya juga warna oren😂 24:49,id,13,0,@raygasanjaya01,2025-10-19T05:20:35Z,neutral,0.5968263745307922
Dari awal Baru skrg ku geli liat model iPhone terbaru ini,id,13,0,@Isnowek,2025-10-19T01:52:26Z,positive,0.6713420152664185
gila ya kang pajak… gimana gak cepet kaya bea cukai,id,22,0,@KaryawanBermotor,2025-10-18T15:30:58Z,negative,0.6451535820960999
Wah ternyata masih lebih ok 16 ya… zoomnya memang menang ip 17 tapi 16 got the detail dan cantik…,id,22,0,@tato5102,2025-10-18T13:45:00Z,positive,0.7637908458709717
belakangnya gak ada premiumnya - keliatan plastik dan murahan di bagian buble cameranya..sangat di sayangkan sih.,id,44,0,@addywijaya4551,2025-10-18T13:32:38Z,negative,0.9131436944007874
"Setelah lihat konten ini, kemudian buka web2 vendor seller resmi, komparasi sana sini, kalo ada budget, sekalian beli pro, atau gk basic. Jangan yang Air wkwkwkwkwkwk sumpah jangan.",id,53,0,@reytheheroraw,2025-10-18T11:20:18Z,negative,0.4449809491634369
Banyak yg bilang warna orange itu nglupas dia warna nya jadi ilang katanya,id,27,0,@komangdeni170,2025-10-18T09:04:34Z,negative,0.723543107509613
Seperti nya ini poco versi pro😂😂,id,22,0,@cahngapakk,2025-10-18T04:47:06Z,neutral,0.5505946278572083
Rencana mau upgrade dari 7 plus ke 17 basic,id,17,0,@dyosnj-bh8vz,2025-10-17T23:16:48Z,neutral,0.7740237712860107
itu jamnya juga warna ijo,id,18,0,@metodiusjuanw7696,2025-10-17T15:43:44Z,neutral,0.5340914726257324
Ada yg sama ga si? Makin kesini makin ga fomo beli iphone terbaru?,id,13,0,@anjingtanah1885,2025-10-17T12:19:25Z,negative,0.712577223777771
"Warna orange 🍊🍊 di sini di panjang sepanjang jalan.
Krn warna tong sampah 😅😅 
Mau bli yg 17 tpi pengen max pro tpi juga bingung g suka gede bngt yg 17 pro max",id,35,0,@ErniMukdori,2025-10-17T11:01:28Z,negative,0.5627027750015259
ijo sage keinget gw dari pixel 5 kalo ga salah,id,13,0,@alfinosaurus,2025-10-17T10:54:40Z,neutral,0.40377336740493774
Kao mau upgrade dari iphone 16pro ke 17pro worth it gak yah?,id,26,0,@dianayu1846,2025-10-17T03:03:14Z,neutral,0.8142902255058289
bang saran saya buat hasil foto sunset/matahari pas mau terbenam juga dihasil foto❤😅,id,31,0,@rahmatkamal7685,2025-10-17T00:11:03Z,positive,0.49989190697669983
"Di singapore hari ini , 17 pro 256=$1750 512=$2050 1tb =$2350",id,13,0,@bejoowterjalbejoowterjal185,2025-10-17T00:07:43Z,neutral,0.8616173267364502
Bismillah semoga bisa beli iPhone biar bisa coba rasain make hp mahal🤲,id,18,0,@Rezabilly-m1n,2025-10-16T14:34:29Z,positive,0.6383141875267029
udah sih bang tinggal bilang warnanya norak...ahahahaha jgn nanggung2,id,18,0,@adekruswandi4889,2025-10-16T14:17:44Z,positive,0.4280095100402832
"apa skip?? nonton David Gadget In skip ga bgt buat gue yg ada kadang gue track back 😭🤣 
klu di suruh pilih gue pulih yg biasa soalnya pro max mah android bgt desain nya ngapain 🤣🤣🤣",id,62,0,@tamharputra9044,2025-10-16T12:42:27Z,negative,0.6724955439567566
"Salfok sama Dyson nya bang, kaya Collab sama Marvel soalnya warna nya Thanos banget",id,35,0,@muhammadgibran6660,2025-10-16T05:00:57Z,positive,0.6483663320541382
"pengen si punya iphone buat ambil dokumentasi kerja di wisata alam, tapi apalah daya gaji umr hehe bantu doa ya sahabat",id,26,2,@vloggerterhitz4797,2025-10-15T06:11:57Z,positive,0.444657564163208
Gw yg nabung pengen punya IP 11 aja nggak kesampaian aja😢,id,22,0,@Rizalhartono5658,2025-10-14T14:08:04Z,negative,0.8478429913520813
29:00 mungkin ini karena zoom nya cropan dari wide cameranya bang,id,22,0,@YaalaAbrisam,2025-10-13T22:07:03Z,neutral,0.677570104598999
"jujur ga suka model 17 pro,, aneh banget,, wkwkwk
mending 16 pro or 17 aja sihhh",id,35,0,@dodddfrrr,2025-10-13T19:00:38Z,negative,0.6833957433700562
Thanks infonya bang. Apple udh berubah sejak jobs mangkat. Saatnya beralih ke S Ultra gk sih 🙂,id,13,0,@altariervan4184,2025-10-13T10:31:49Z,positive,0.4859285056591034
Aq jatuh pada 17 pro max biru tua  tp mendingan dr pada warna oranye tp masih kurang puas sm warna nya pengen ungu,id,17,0,@Novia1989-x6v,2025-10-13T01:50:03Z,negative,0.6245861053466797
"Terserah mau di katain kaum mendang mending, tp jujur design IP 17 DAN 17 AIR bnr² kocak menurut ku,. Dan aku paling suka design IP camera boba dan layar poni nya , sekalipun menutupi layar tp aku paling suka ketimbang android yg bulet atau punchole",id,94,0,@aidilputra4972,2025-10-12T18:31:49Z,positive,0.5391591787338257
"Ada yg mau beli 15 base model gua gak? Blue 128gb BH 94%. Baru dipake 6 bulan, plus garansi  qoala 2 tahun sepaket sama pembeliannya waktu itu. Masih full box, ambil stiker2 nya sekalian kan susah noh skrg udah gaada stiker lagi. Di 9,8jt net. Kalo kata ci mehong mah yg mau2 aja.",id,89,0,@muhammadalaidinsyah,2025-10-12T15:39:46Z,neutral,0.45714136958122253
Saya pengguna 16 pro max desainnya masih bagus tapi kalau 17 letak kameranya makin ngawur😂😂,id,26,0,@Pauzi125,2025-10-12T15:08:56Z,negative,0.4932481348514557
kalau menurut saya 16 pro lebih unggul dari kameranya dibanding 17 pro..,id,12,0,@antonioant0n67,2025-10-12T12:30:17Z,positive,0.5047760009765625
Wah iphone 17 pro max buat adik saya itu hehe,id,22,0,@neta-f4w,2025-10-12T07:06:38Z,positive,0.8151732683181763
"klo negara Indonesia ini di bagi beberapa negara GK usah bnyak ,cukup 3 negara aja pasti rakyat sejahtera",id,22,0,@crispandosaragih,2025-10-11T10:48:19Z,positive,0.37337180972099304
"Tabmelnya harus mendefinisikan riview dong bro kalau menurut gue 👍😎 

Jangan tubmel Clickbait aja 😭",id,39,0,@Biru_official13,2025-10-11T09:22:16Z,neutral,0.41465404629707336
Hp yang di agung agung kan netizen Konoha,id,13,0,@xiao-m1b,2025-10-11T04:21:13Z,positive,0.3535118103027344
bentukan hape nya udah kayak android. JELEK,id,27,0,@HadiGear29Fox,2025-10-11T00:10:34Z,negative,0.9510245323181152
"jadi mending 16 pro atau 17 base model guys? bingung bjir, harganya gak jauh beda juga",id,36,0,@aksa66,2025-10-10T11:55:36Z,neutral,0.6893638372421265
"Bang, bandingin 17 basic sama 16 pro dong. Aku bingung ini, mending yang mana. Makasih.",id,44,0,@alonalavidi,2025-10-10T08:12:01Z,neutral,0.558533787727356
"Suka semua produk Apple, semoga bisa buka store resminya di Indonesia ❤",id,22,2,@yusuffahrudin1447,2025-10-10T07:10:08Z,positive,0.8411634564399719
Masih nyaman sama seri sebelumnya karena lebih kalem simple elegan dan fitur gak kalah telak 😂😂😂😂,id,22,0,@AAKAMEWAANSKIMASJAI,2025-10-10T03:42:55Z,positive,0.7358093857765198
"BG,sekali sekali bikin dong intronya biar estetik aj,massa intronya AI GUYS DAVID DISINI,bosan banget dengernya",id,22,0,@bergiatlban7594,2025-10-10T02:19:26Z,negative,0.44111359119415283
bang dapit tinggal dimana kok dikit dikit di palak (eh di pajak),id,17,0,@warofnet5469,2025-10-09T06:47:40Z,neutral,0.5340310335159302
"saya suka suka aja, terlihat lebih keren 17promax dibanding ip 16",id,40,0,@maee1,2025-10-08T23:06:35Z,positive,0.8246966600418091
"Designya aneh yg pro ga estetik ga kelihatan luxury sama sekali
Beli hp poco aja lah 😂
Samsung dan android lain msh menang klo design",id,22,1,@mariaf2087,2025-10-08T20:50:32Z,negative,0.8529718518257141
Makin sini makin yakin kalo hp dengan kamera kecil2 itu udh paling nyaman. Menurutku. Aku ttp setia dng oppo reno 2f. Sesuai kebutuhan sih. Sosmedan aja udh cukup nih hp sm foto2in bocil,id,49,0,@desirosdianasari,2025-10-08T18:26:24Z,positive,0.730729341506958
"Thank you gadgetin... Makin yakin beli yg 16 aja, harga udah turun, kamera gw anggep lebih bagus (selera)",id,27,0,@STLE889,2025-10-08T15:06:37Z,positive,0.8242283463478088
Belum mampu...kalo dipaksain bisa sih..tapi mentingin buat investasi dulu😂karena profesiku kuli bangunan,id,45,0,@pasetyoplafonbajaringan7395,2025-10-08T14:44:33Z,neutral,0.550931990146637
"Buat Fanboy denial yang dulu ngekeuh Iphone base gk butuh 120 Hz, tolong jangan beli Iphone base seri 17 ke atas ya kalian. Nikmati aja 60 Hz kalian itu, kan kalian bilang katanya gk butuh itu 😂. Iphone 17 series ke atas cuma buat Fanboy waras dan user lainnya. Awas kemakan ludah sendiri. 😂😂😂",id,75,0,@YutaWatanabe-p9r,2025-10-08T13:05:00Z,negative,0.6530407667160034
"Tim nonton ajah😅

Saya bertahan di ip 15 base model,,cos perdana ni ip pertama saya dalam hidup ni,,
Semoga awet❤",id,12,1,@ruparupachannel8929,2025-10-07T18:35:07Z,positive,0.7396730780601501
"gapernah skip iklan , nungguin rekomendasi hp akhir tahun atau buat lebaran nanti😊",id,18,0,@irmanuraini9686,2025-10-07T06:06:02Z,positive,0.4893083870410919
"bang, emang bener Tesla mau adain smart phone?",id,22,0,@GachaOfficialll,2025-10-07T02:23:37Z,neutral,0.72819584608078
Yang paling ku suka dari update iphone 17 reguler itu yang dari 60hz ke 120hz,id,48,0,@jews-Indonesian,2025-10-07T01:39:21Z,positive,0.6995700001716614
Bang menurut mu iphone cocoknya di bandingkan sama hp apa? samsung S ultra kah?,id,12,0,@jews-Indonesian,2025-10-07T01:37:34Z,neutral,0.7489166855812073
Sementara itu Android udah melesat ke 144Hz 🤣,id,22,0,@customcasindo6620,2025-10-06T23:31:36Z,neutral,0.5747447609901428
"jujur bimbang banget mau beli ip 17 biasa atau 17 pm, soalnya mau sekali sekali upgrade ke ip, bosen banget pake samsung",id,49,0,@MRHHH12,2025-10-06T20:37:11Z,negative,0.751285970211029
munkin biar mirip toko oren tau kan apa .??,id,13,0,@Riady03,2025-10-06T16:43:53Z,neutral,0.4158669114112854
"JANGAN BELI PRODUK DI STUDIO PONSEL, SOALNYA KALO BARANG MASALAH MEREKA LEPAS TANGAN. Kronologinya saya beli Ipad pro di tanggal 28 september , di tanggal 5 oktober hari minggu hp kena death pixel, saya komplain lah ke pihak penjual kalau ipad saya kena death pixel, apakah bisa di garansi atau engga soalnya mrk menyediakan garansi toko 7 hari, nah pas hp saya rusak di hari ke 7 harusnya bisa dong claim garansi toko tpi saya ngajukan claimnya pas di hari minggu pas pelayannya tutup. singkat cerita baru dibales lah di hari senin tanggal 6 oktober, pihak toko menolak claim garansi toko karena udh lewat 8 hari dari tangga 28 pas barang sampai, udh begitu cara bicaranya muter muter g ada solusi sama sekali yang ujung ujungnya disuruh claim garansi apple ya sama aja bohong ngapain saya harus chat panjang lebar kalo ujung ujungnya g bisa, di chat juga cuman read centang biru",id,187,2,@terenarazor3241,2025-10-06T12:18:21Z,negative,0.4606475830078125
"Kesimpulan sederhana saya :
1. Sebab teknologi Apple tidak serevolusioner dulu adalah karena tidak ada steve jobs (meninggal).
2. Sebab desain Apple tidak serevolusioner dulu adalah karena tidak ada Jonathan Paul Ive (resign dan sekarang jadi konsultan open AI).
3. Sebab material Apple sekarang ringkih adalah karena Tim Cook memakai material yang murah tapi disulap kualitasnya sama dengan yang mahal. Sulap tapi menghabiskan biaya besar untuk R&D. Pendapatan besar tapi laba bersih kecil.
4. Kandidat ceo masa depan Apple adalah John Ternus dia ahli hardware. Mungkin saat jadi ceo, kualitas hardware Apple bagus tapi mungkin harganya akan lebih mahal karena tidak memiliki kemampuan efisiensi sebagus Tim Cook.
5. Sebab soc apple hemat daya adalah karena struktur soc nya lebih banyak e-core (efisien) daripada p-core (performance).",id,202,1,@omimoel235,2025-10-06T11:35:56Z,neutral,0.41394463181495667
itu made in apa bang,id,13,0,@antaniahanjani8350,2025-10-06T09:37:05Z,neutral,0.7882469892501831
"masih pake iphone 13 dan masih bisa ngikutin ios 26 dengan theme yg crystal clear itu, jadi berasa hp baru hahahaha",id,40,0,@achmadakbari601,2025-10-05T09:41:25Z,positive,0.6899938583374023
"Nabung 6 bulan buat beli iphone, tp masih bingung mau beli ip yg mana",id,22,0,@jiminshii26,2025-10-05T09:35:07Z,neutral,0.5870481133460999
"gk ada review poco 17 kah? cuma pengen tau pendapat David, beserta perbandingan ke hp lain",id,22,0,@wibi9424,2025-10-05T01:15:34Z,neutral,0.7070358991622925
Saya nonton vid ini masih pake IP 5,id,13,0,@Virals2Virals,2025-10-04T15:23:13Z,neutral,0.593402624130249
"ini ga ada upgrade lain selain desain, kamera sama processor??",id,22,0,@ryaniseverywhere,2025-10-04T05:03:36Z,neutral,0.767227828502655
"5 atau 6 tahun lagi,  aku akan beli hp ini bang😂",id,40,0,@van2050,2025-10-04T04:40:28Z,positive,0.5713183283805847
Yang kamera ada 2 orang otomatis jauh di Redmi Note 14 juga bisa 😁,id,40,0,@567AyAy,2025-10-04T02:18:20Z,neutral,0.5473580360412598
"Teknologi hp udah mentok, yg di upgrade sekarang ya itu2 aja,.jadi beli iPhone sekarang emang udah cuma  beli BUAH di hp",id,53,0,@hotthread4403,2025-10-03T17:46:27Z,negative,0.6232877969741821
Positive thinking mungkin beliau beli lewat seller jastip yang harga retailnya lebih mahal +  biaya bea cukainya yang ditotal hampir 30 juta.,id,18,0,@Berasmerah555,2025-10-03T15:56:51Z,neutral,0.6580520272254944
"Menurut saya kamera lebih natural yg 16pro denk,..
Selera sih jatohnya...",id,13,0,@mreshadiptahalim315,2025-10-03T15:29:38Z,positive,0.4891252815723419
iPhone Sage jadi sage aku liatnya,id,18,0,@rungkad-e1b,2025-10-03T12:45:26Z,positive,0.7200523018836975
Alhamdulillah HP mid range sudah bisa 120hz,id,18,0,@BraveKnight999,2025-10-03T07:54:31Z,positive,0.6825720071792603
"Gatau knp, review yg ini Aku ngakak 😅🤭",id,26,0,@___ubaidd,2025-10-03T07:36:51Z,positive,0.5802445411682129
"Sejelek Apapun IP dimata fanboy tetap aja dibela, padahal klo dikritik terus pada ga beli bisa aja membuat apple memberikan yg jauh lebih baik😂",id,31,0,@CookiesGaming1,2025-10-03T07:06:18Z,positive,0.4117346405982971
"19:43 Dari ketiga warna Ip 17 Pro, aku malah lebih suka sama warna Orange ini. Kayak jarang banget Hp punya warna seberani ini. 😂  langsung WOW pas ngeliat kali pertama di iklan.",id,70,0,@iamyours9,2025-10-03T06:55:18Z,positive,0.8435717225074768
Bang adu camera sama Huawei kek nya seru banget tuh,id,22,1,@andraardy4104,2025-10-03T06:46:07Z,positive,0.7307742834091187
Grafiknya di 👑 𝐁𝐄𝐌𝟒𝐃 👑 keren abis! Gameplaynya juga seru!,id,22,0,@leonard7504,2025-10-03T05:08:34Z,positive,0.8945879936218262
keren dan suka gimana ️👑 𝐁𝐄𝐌𝟒𝐃 👑selalu update,id,31,0,@ShadowTactics_Gaming,2025-10-03T05:08:19Z,positive,0.8607381582260132
"Konten berkualitas tinggi, standar 💎 𝐁𝐄𝐌𝟒𝐃 💎emang top!",id,13,0,@ahmmedsiyam956,2025-10-03T05:05:48Z,positive,0.8738080263137817
keren dan suka gimana ️👑 𝐁𝐄𝐌𝟒𝐃 👑selalu update,id,31,0,@ColaxGamer-x6m,2025-10-03T05:00:28Z,positive,0.8607381582260132
mantap bener 👑 𝐁𝐄𝐌𝟒𝐃 👑 tempat buat seru-seruan,id,22,0,@GAUTAM_JII495,2025-10-03T04:55:09Z,positive,0.9063234329223633
Grafiknya di 👑 𝐁𝐄𝐌𝟒𝐃 👑 keren abis! Gameplaynya juga seru!,id,22,0,@ateeqaaqeel9376,2025-10-03T04:52:05Z,positive,0.8945879936218262
"Berkat👑 𝐁𝐄𝐌𝟒𝐃 👑 saya melesat, dari penjual kaki lima ke pengusaha restoran.",id,12,0,@vaibahv_25,2025-10-03T04:51:20Z,positive,0.5884241461753845
Grafiknya di 👑 𝐁𝐄𝐌𝟒𝐃 👑 keren abis! Gameplaynya juga seru!,id,22,0,@sonalichakraborty5700,2025-10-03T04:50:30Z,positive,0.8945879936218262
keren dan suka gimana ️👑 𝐁𝐄𝐌𝟒𝐃 👑selalu update,id,31,0,@NeeruOfficial9,2025-10-03T04:50:30Z,positive,0.8607381582260132
Grafiknya di 👑 𝐁𝐄𝐌𝟒𝐃 👑 keren abis! Gameplaynya juga seru!,id,22,0,@bulukgameing,2025-10-03T04:49:39Z,positive,0.8945879936218262
Klo menang di 🥇 𝐁𝐄𝐌𝟒𝐃 🏆 jgn lupa bagi2 temen2 nya !,id,13,0,@Cook_with_Nazneen_saleem,2025-10-03T04:46:17Z,positive,0.47759273648262024
Kerennya gak ada tandingan! 💎 𝐁𝐄𝐌𝟒𝐃 💎juga unik!,id,27,0,@MKTChannel-ed5vd,2025-10-03T04:44:24Z,positive,0.8554250001907349
Grafiknya di 👑 𝐁𝐄𝐌𝟒𝐃 👑 keren abis! Gameplaynya juga seru!,id,22,0,@upsc_gen1,2025-10-03T04:31:52Z,positive,0.8945879936218262
Grafiknya di 👑 𝐁𝐄𝐌𝟒𝐃 👑 keren abis! Gameplaynya juga seru!,id,22,0,@Huzaifagaming281,2025-10-03T04:24:29Z,positive,0.8945879936218262
Grafiknya di 👑 𝐁𝐄𝐌𝟒𝐃 👑 keren abis! Gameplaynya juga seru!,id,22,0,@fashionwithtyyaba,2025-10-03T04:22:10Z,positive,0.8945879936218262
Grafiknya di 👑 𝐁𝐄𝐌𝟒𝐃 👑 keren abis! Gameplaynya juga seru!,id,22,0,@mohamedkhamiss7230,2025-10-03T04:22:09Z,positive,0.8945879936218262
Klo menang di 🥇 𝐁𝐄𝐌𝟒𝐃 🏆 jgn lupa bagi2 temen2 nya !,id,13,0,@Animetoonworld2616,2025-10-03T04:21:18Z,positive,0.47759273648262024
"Konten berkualitas tinggi, standar 💎 𝐁𝐄𝐌𝟒𝐃 💎emang top!",id,13,0,@Дра́ко-крафт,2025-10-03T04:15:23Z,positive,0.8738080263137817
"Konten berkualitas tinggi, standar 💎 𝐁𝐄𝐌𝟒𝐃 💎emang top!",id,13,0,@Sporty_Boy07,2025-10-03T04:12:34Z,positive,0.8738080263137817
Grafiknya di 👑 𝐁𝐄𝐌𝟒𝐃 👑 keren abis! Gameplaynya juga seru!,id,22,0,@Funny_Channel_Offical,2025-10-03T04:08:28Z,positive,0.8945879936218262
"Konten berkualitas tinggi, standar 💎 𝐁𝐄𝐌𝟒𝐃 💎emang top!",id,13,0,@ashish9333,2025-10-03T04:08:18Z,positive,0.8738080263137817
"Berkat👑 𝐁𝐄𝐌𝟒𝐃 👑 saya melesat, dari penjual kaki lima ke pengusaha restoran.",id,12,0,@অপরাজিততুমি,2025-10-03T04:08:18Z,positive,0.5884241461753845
Punya budget 11 juta mending ambil iphone 15 128gb atau xiaomi 15T PRO 1TB??,id,13,0,@buchehandred5868,2025-10-02T15:46:56Z,neutral,0.8102104663848877
"Yang nonton tapi gx mampu beli 
Mana suaranya???",id,22,0,@NiaPutri-b6z,2025-10-02T15:31:11Z,negative,0.5732933878898621
"Bang david, kalau saya beli di store china aman gak?",id,21,0,@dwizulpadhli4726,2025-10-02T15:04:26Z,neutral,0.7791889309883118
"Bang, mungkin td di ip17 perlu ditambahin udah ada AOD nya, beneran pengen lihat versi basic ini ada aod nya, tqqqq",id,58,1,@rbsmoky90,2025-10-02T04:35:22Z,positive,0.4190666973590851
"kalo steve jobs liat iphone sekarang, udah dipecat tuh tim cook
apaan, tiap tahun cuman upgrade kamera, baterai, chip, ram, core gpu, core cpu, ukuran chip, screen. gitu2 aja

dulu tiap tahun, apple pasti ada inovasi baru nya
itu yang bikin orang pada nunggu
itu yang bikin apple itu apple

sayang banget
johny ive juga udah keluar dari apple lagi

no hope kalo nunggu inovasi dari apple
malah xiaomi 17, bangke bagus banget cok
ada screen di belakang nya

keliatan nya sih, ini semacam uji coba
untuk membuat smartphone dengan layar penuh depan dan belakang",id,243,0,@WhatIf-9092,2025-10-01T21:05:30Z,negative,0.5631614327430725
Xiaomi bang 17 atau nggak 15 t pro juga,id,18,0,@ajgaming9524,2025-10-01T18:12:30Z,neutral,0.8255668878555298
Rekomendasi dong mending beli iPhone 14 promax atau 15 pro ???,id,18,0,@Bangkae761,2025-10-01T12:09:48Z,neutral,0.653860867023468
bang coba buat vs sama xiaomi 17 pro max bang. pengen tau penjelasan menurut yang lebih paham soal hp unggul mana. gue cuma tau model doang ga sampe spek haha,id,61,0,@r.laksamanasuhdanasaid5296,2025-10-01T10:39:09Z,neutral,0.6018378734588623
alamak😢 david pasti kecawa sih desain ip17pro nya😅,id,18,0,@mhdsyahreza-x3u,2025-10-01T07:45:36Z,negative,0.803859293460846
alamak😢 david pasti kecawa sih desain ip17pro nya😅,id,18,0,@mhdsyahreza-x3u,2025-10-01T07:45:36Z,negative,0.803859293460846
"ip 17 sage cakepp banget dahh, semoga bisa kebeli akhir tahun",id,18,0,@lutfanramadhan5639,2025-10-01T06:56:42Z,positive,0.8341674208641052
"Kamera 17 promah, sama 16 promah ko lebih bagus 16 ya, menurut kalian gimana gaes?",id,17,0,@ArfinProduction,2025-10-01T06:42:04Z,neutral,0.5331152677536011
